YEAR,LOCATION,CATTLE_BREED_TYPE,CATTLE_GENDER,CATTLE_AGE_0_6,CATTLE_AGE_6_6,CATTLE_AGE_6_12,CATTLE_AGE_12_18,CATTLE_AGE_18_24,CATTLE_AGE_24_30,CATTLE_AGE_30_36,CATTLE_AGE_36_PLUS
2017,Ilen,BEEF,M,270,920,4396,708,2607,261,295,369
2018,Dargle,BEEF,M,18,165,513,100,339,41,43,68
2016,Dargle,BEEF,M,18,159,492,96,327,39,39,61
2018,Erriff,BEEF,M,16,85,212,37,88,8,9,17
2016,Boyne,DAIRY,M,909,2835,12229,3460,8512,1576,1017,270
2015,Boyne,DAIRY,M,904,2801,11923,3467,8334,1569,1023,269
2014,Boyne,DAIRY,M,906,2720,11933,3385,8686,1572,1078,276
2020,Gweebarra,BEEF,M,32,90,206,47,53,6,8,13
2014,Doonbeg,DAIRY,M,2,25,1052,63,584,18,78,20
2019,Dodder,DAIRY,M,0,23,125,8,91,10,3,0
2018,Vartry,DAIRY,M,22,69,150,69,129,49,5,12
2017,Erriff,DAIRY,M,0,0,3,1,33,3,0,0
2017,Vartry,DAIRY,M,22,69,126,61,57,41,5,12
2019,Dargle,DAIRY,M,0,27,83,9,66,3,6,0
2018,Dodder,DAIRY,M,0,23,19,6,20,1,3,0
2019,Vartry,BEEF,C,0,0,0,0,55,27,210,1877
2017,Moy,BEEF,C,0,0,0,0,73,300,3171,42540
2014,Inny,BEEF,C,0,0,1,1,81,305,2529,29748
2017,Dargle,BEEF,C,0,0,0,0,4,14,102,1229
2015,Boyne,BEEF,C,0,0,0,2,178,648,5162,52680
2014,Moy,DAIRY,C,0,0,0,0,13,79,1450,9657
2017,Ilen,BEEF,C,0,0,0,0,21,81,633,6545
2018,Ilen,BEEF,C,0,0,0,0,21,79,618,6619
2020,Moy,DAIRY,C,0,0,0,0,12,81,1477,9573
2018,Doonbeg,DAIRY,C,0,0,0,0,1,3,1181,5693
2019,Doonbeg,DAIRY,C,0,0,0,0,1,3,1223,5884
2016,Currane,BEEF,C,0,0,0,0,2,20,79,1232
2020,Moy,BEEF,F,802,3765,19223,3989,14026,2033,4004,858
2016,Moy,BEEF,F,802,3797,19224,3986,14141,2042,4055,890
2018,Erriff,BEEF,C,0,0,0,0,2,6,42,673
2019,Currane,DAIRY,C,0,0,0,0,0,0,3,33
2014,Vartry,BEEF,F,61,287,1049,292,1134,188,127,38
2017,Boyne,DAIRY,F,916,3489,15282,4677,15351,2997,2791,995
2019,Inny,DAIRY,F,118,458,5559,598,5685,476,772,229
2020,Dargle,BEEF,F,30,198,690,148,501,56,69,29
2015,Dargle,BEEF,F,29,197,691,145,498,56,71,29
2014,Dargle,BEEF,F,29,190,684,143,492,54,67,28
2020,Moy,DAIRY,F,150,303,2212,436,2369,349,603,246
2017,Moy,DAIRY,F,149,291,2216,430,2400,350,611,247
2016,Ilen,DAIRY,F,114,309,5449,432,4830,322,660,141
2019,Gweebarra,DAIRY,C,0,0,0,0,0,0,23,80
2015,Gweebarra,DAIRY,C,0,0,0,0,0,0,23,79
2018,Dodder,BEEF,F,13,110,239,61,151,23,35,13
2019,Erriff,BEEF,F,9,58,241,37,147,23,39,12
2017,Dodder,DAIRY,F,1,14,291,14,156,5,5,4
2020,Currane,DAIRY,F,0,0,4,0,4,0,1,0
2016,Gweebarra,DAIRY,F,0,0,33,0,35,0,0,0
2016,Moy,BEEF,M,762,4056,17516,3231,10155,1028,996,1216
2020,Currane,BEEF,M,25,243,177,20,62,10,7,45
2019,Boyne,BEEF,M,1678,8059,36456,10693,33951,5462,6904,2564
2016,Doonbeg,BEEF,M,152,570,2919,344,1377,148,214,266
2019,Dodder,BEEF,M,28,108,199,59,152,23,23,27
2014,Erriff,BEEF,M,11,31,253,32,121,15,4,18
2016,Nore,DAIRY,M,524,2130,29088,3168,27559,1394,1668,188
2017,Vartry,BEEF,M,69,297,752,212,690,104,99,77
2016,Vartry,BEEF,M,69,301,777,216,690,104,100,78
2016,Doonbeg,DAIRY,M,3,18,737,20,653,8,81,16
2017,Gweebarra,BEEF,M,19,81,163,14,54,2,3,15
2020,Ilen,DAIRY,M,77,192,2063,311,1422,51,99,48
2015,Moy,DAIRY,M,112,196,1194,226,1226,81,127,32
2020,Dodder,DAIRY,M,1,5,42,32,152,10,2,1
2020,Dargle,DAIRY,M,0,8,91,18,20,4,0,1
2014,Gweebarra,DAIRY,M,0,0,272,0,220,0,0,0
2019,Vartry,DAIRY,M,25,39,171,60,200,26,20,16
2019,Currane,DAIRY,M,0,0,24,0,2,0,0,0
2014,Dargle,DAIRY,M,0,8,91,2,4,3,0,1
2017,Gweebarra,DAIRY,M,0,0,6,0,0,0,0,0
2017,Nore,BEEF,C,0,0,0,1,235,759,5703,52630
2018,Nore,BEEF,C,0,0,0,1,237,760,5756,52863
2017,Nore,DAIRY,C,0,0,0,2,124,487,21884,91044
2017,Inny,BEEF,C,0,0,1,1,84,314,2564,30288
2020,Boyne,BEEF,C,0,0,0,3,189,676,5278,53781
2019,Doonbeg,BEEF,C,0,0,0,0,9,31,479,5760
2016,Doonbeg,BEEF,C,0,0,0,0,8,31,465,5700
2018,Dodder,BEEF,C,0,0,0,0,1,10,69,587
2020,Dodder,DAIRY,C,0,0,0,0,0,11,50,350
2019,Dodder,DAIRY,C,0,0,0,0,0,10,40,270
2016,Dargle,DAIRY,C,0,0,0,0,0,10,57,356
2014,Dargle,DAIRY,C,0,0,0,0,0,10,55,354
2016,Ilen,BEEF,C,0,0,0,0,21,81,616,6631
2015,Ilen,BEEF,C,0,0,0,0,21,80,622,6655
2020,Inny,DAIRY,C,0,0,0,0,33,203,3665,18426
2015,Ilen,DAIRY,C,0,0,0,0,13,105,3658,19561
2018,Boyne,BEEF,F,1635,8168,38968,12193,41937,6070,6938,1277
2016,Doonbeg,DAIRY,C,0,0,0,0,1,3,1175,5651
2017,Currane,BEEF,C,0,0,0,0,2,20,83,1295
2014,Currane,BEEF,C,0,0,0,0,2,19,71,1190
2017,Doonbeg,BEEF,F,138,604,2918,361,1457,262,536,130
2015,Doonbeg,BEEF,F,138,594,2858,351,1440,257,520,128
2018,Vartry,DAIRY,C,0,0,0,0,2,57,367,1433
2017,Currane,DAIRY,C,0,0,0,0,0,0,3,33
2016,Currane,DAIRY,C,0,0,0,0,0,0,2,33
2014,Ilen,BEEF,F,287,919,4283,817,2631,387,472,200
2020,Nore,DAIRY,F,422,1323,31232,1888,30472,1404,3489,560
2016,Inny,DAIRY,F,136,530,5742,706,5720,481,768,212
2018,Moy,DAIRY,F,146,288,2226,430,2364,340,596,246
2019,Doonbeg,DAIRY,F,2,37,1563,51,1546,33,303,65
2016,Doonbeg,DAIRY,F,2,28,1483,37,1484,25,272,52
2018,Gweebarra,DAIRY,C,0,0,0,0,0,0,23,80
2020,Dodder,BEEF,F,28,126,333,78,272,36,49,14
2020,Vartry,DAIRY,F,24,109,400,172,360,68,41,28
2017,Vartry,DAIRY,F,24,69,219,138,314,61,38,27
2016,Dargle,DAIRY,F,2,16,310,16,187,6,5,3
2014,Dargle,DAIRY,F,2,16,310,16,186,6,5,3
2020,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2016,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2014,Currane,DAIRY,F,0,0,4,1,7,0,2,0
2019,Currane,DAIRY,F,0,0,4,0,4,0,1,0
2018,Gweebarra,DAIRY,F,0,0,33,0,35,0,0,0
2014,Gweebarra,DAIRY,F,0,0,0,0,4,0,0,0
2014,Moy,BEEF,M,737,4023,17244,3153,9927,1012,987,1204
2019,Nore,BEEF,M,1752,8707,47699,11582,43413,4420,4134,2470
2015,Nore,BEEF,M,1733,8503,47187,11507,43327,4413,4128,2469
2015,Currane,BEEF,M,24,236,165,17,61,10,7,41
2017,Inny,BEEF,M,748,4015,16350,4612,14809,2206,2810,1284
2015,Erriff,DAIRY,F,0,0,0,2,0,0,0,0
2014,Erriff,DAIRY,F,0,0,0,2,0,0,0,0
2015,Currane,DAIRY,F,0,0,2,0,3,0,0,0
2015,Moy,BEEF,M,970,4175,17412,3260,10166,854,1192,1325
2019,Ilen,BEEF,M,263,978,4827,904,2577,245,330,393
2018,Dodder,BEEF,M,9,62,149,58,72,11,12,22
2019,Inny,BEEF,M,759,4048,16322,4700,14610,1477,2842,1633
2014,Gweebarra,BEEF,M,42,178,522,92,268,16,12,44
2015,Vartry,BEEF,M,50,292,930,214,807,86,117,84
2017,Erriff,BEEF,M,21,89,252,18,78,8,10,26
2015,Erriff,BEEF,M,19,83,213,16,69,12,9,25
2018,Boyne,DAIRY,M,856,2995,10361,3744,7429,1708,1323,460
2018,Inny,DAIRY,M,195,429,2899,642,1896,257,320,80
2016,Inny,DAIRY,M,187,451,2782,643,1806,257,275,81
2019,Doonbeg,DAIRY,M,8,52,1128,63,531,14,114,32
2016,Erriff,DAIRY,M,0,0,3,5,8,0,7,2
2015,Vartry,DAIRY,M,20,66,110,107,81,36,25,8
2016,Vartry,DAIRY,M,20,66,120,104,74,36,27,9
2020,Vartry,DAIRY,M,21,70,177,154,100,52,34,9
2014,Vartry,DAIRY,M,21,70,117,108,81,35,24,8
2020,Gweebarra,DAIRY,M,0,0,18,0,0,0,0,0
2019,Gweebarra,DAIRY,M,0,0,18,0,0,0,0,0
2016,Gweebarra,DAIRY,M,0,0,18,0,0,0,0,0
2018,Moy,DAIRY,C,0,0,0,0,12,66,1468,9636
2020,Vartry,BEEF,C,0,0,0,0,11,40,255,2134
2014,Vartry,BEEF,C,0,0,0,0,10,41,206,2033
2019,Nore,DAIRY,C,0,0,0,1,148,416,19929,78877
2018,Nore,DAIRY,C,0,0,0,1,147,433,19940,78850
2019,Boyne,BEEF,C,0,0,0,2,189,563,4718,55526
2018,Dodder,DAIRY,C,0,0,0,0,3,8,36,240
2020,Dargle,DAIRY,C,0,0,0,0,3,8,53,305
2017,Dodder,DAIRY,C,0,0,0,0,3,8,36,240
2019,Moy,BEEF,C,0,0,0,0,110,244,3295,43035
2014,Moy,BEEF,C,0,0,0,0,118,250,3317,43524
2016,Inny,BEEF,C,0,0,0,0,116,290,2399,30876
2020,Boyne,BEEF,F,1719,7924,35491,11570,37591,4791,6354,1682
2019,Inny,BEEF,F,762,3970,16522,4407,13702,1891,2875,790
2017,Inny,BEEF,F,770,3968,16470,4403,14067,1992,2974,809
2016,Boyne,BEEF,F,1699,7959,35844,11699,37362,4872,6464,1704
2016,Inny,BEEF,F,754,3987,16531,4365,13972,1974,2949,824
2019,Dodder,BEEF,C,0,0,0,0,1,6,42,646
2015,Ilen,BEEF,F,255,922,4130,739,2530,289,407,168
2020,Ilen,DAIRY,C,0,0,0,0,25,74,3603,18141
2016,Boyne,DAIRY,F,1100,4106,15307,5414,14099,3398,3068,1358
2019,Dargle,BEEF,F,11,146,519,140,477,69,128,42
2017,Dodder,BEEF,F,6,78,168,79,186,34,55,7
2016,Vartry,BEEF,F,42,318,964,389,1139,209,267,44
2015,Erriff,BEEF,C,0,0,0,0,4,7,39,813
2018,Gweebarra,BEEF,C,0,0,0,0,1,1,50,790
2020,Erriff,BEEF,C,0,0,0,0,4,10,39,685
2015,Moy,BEEF,F,933,4054,19433,3996,13633,1799,3981,1037
2020,Currane,BEEF,C,0,0,0,0,1,4,80,1269
2019,Currane,BEEF,C,0,0,0,0,1,4,79,1271
2015,Currane,BEEF,C,0,0,0,0,1,4,80,1255
2014,Moy,DAIRY,F,170,358,2396,526,2056,387,623,287
2020,Doonbeg,BEEF,F,162,588,2584,347,1456,167,423,160
2018,Doonbeg,BEEF,F,158,557,2587,313,1428,165,420,152
2017,Erriff,BEEF,F,11,82,273,61,129,16,63,11
2018,Currane,BEEF,F,24,212,270,125,153,66,44,19
2015,Currane,BEEF,F,22,210,264,123,151,66,44,19
2017,Gweebarra,BEEF,F,14,66,200,41,103,19,64,12
2016,Gweebarra,BEEF,F,14,66,200,40,102,19,64,12
2015,Gweebarra,BEEF,F,14,66,202,39,106,19,64,12
2014,Gweebarra,DAIRY,C,0,0,0,0,0,0,2,18
2018,Vartry,DAIRY,F,22,126,180,154,229,111,24,37
2015,Vartry,DAIRY,F,22,101,173,131,170,102,26,39
2020,Dodder,DAIRY,F,0,22,44,29,63,13,13,9
2018,Erriff,DAIRY,F,0,1,119,2,2,0,1,0
2018,Erriff,DAIRY,C,0,0,0,0,0,0,1,5
2017,Erriff,DAIRY,C,0,0,0,0,0,0,1,5
2020,Nore,BEEF,M,1845,8625,42875,10885,40350,3545,4398,2679
2020,Boyne,BEEF,M,1709,8331,35161,10653,30624,4084,6351,3113
2017,Boyne,BEEF,M,1731,8352,35130,10169,29602,4029,6442,3138
2015,Boyne,BEEF,M,1696,8319,34977,10136,30167,4059,6544,3174
2016,Ilen,BEEF,M,259,975,4864,896,2606,239,343,403
2015,Ilen,BEEF,M,263,976,4839,890,2590,242,346,405
2014,Inny,BEEF,M,764,4027,16300,4758,14814,1553,3177,1707
2014,Doonbeg,BEEF,M,163,568,2581,321,1273,99,272,319
2019,Gweebarra,BEEF,M,12,95,202,42,62,4,2,17
2018,Nore,DAIRY,M,475,2234,28866,3184,23045,1404,2114,319
2014,Nore,DAIRY,M,482,2211,28563,3138,22734,1381,2186,330
2019,Doonbeg,BEEF,M,159,549,2615,283,1231,96,241,288
2019,Vartry,BEEF,M,42,301,929,165,828,90,118,82
2020,Vartry,BEEF,M,62,343,1148,213,933,93,129,93
2014,Vartry,BEEF,M,51,302,1025,217,913,90,120,86
2017,Moy,DAIRY,M,155,331,1300,478,919,116,134,43
2014,Ilen,DAIRY,M,105,226,2018,287,1142,92,147,64
2020,Inny,DAIRY,M,202,435,2979,656,1734,261,318,75
2018,Doonbeg,DAIRY,M,8,53,1159,66,541,14,111,32
2017,Dargle,DAIRY,M,0,8,80,8,36,5,5,2
2016,Dodder,DAIRY,M,0,7,14,4,19,0,3,2
2020,Currane,DAIRY,M,3,0,10,0,1,0,0,0
2018,Currane,DAIRY,M,3,0,10,0,1,0,0,0
2015,Gweebarra,DAIRY,M,0,0,16,0,0,0,0,0
2017,Moy,DAIRY,C,0,0,0,0,12,68,1517,9824
2017,Vartry,BEEF,C,0,0,0,0,10,39,194,1909
2014,Boyne,BEEF,C,0,0,0,2,192,554,4724,56182
2018,Dargle,DAIRY,C,0,0,0,0,3,9,64,340
2015,Vartry,DAIRY,C,0,0,0,1,4,48,160,1189
2015,Dodder,DAIRY,C,0,0,0,0,3,8,36,240
2014,Dodder,DAIRY,C,0,0,0,0,3,8,36,240
2020,Moy,BEEF,C,0,0,0,0,110,243,3278,42803
2014,Boyne,DAIRY,C,0,0,0,0,111,1356,9826,57789
2020,Inny,BEEF,C,0,0,0,0,121,286,2406,30642
2020,Doonbeg,BEEF,C,0,0,0,0,31,43,383,5867
2014,Doonbeg,BEEF,C,0,0,0,0,29,35,355,5956
2019,Boyne,BEEF,F,1720,7921,35571,11590,38044,4797,6387,1649
2020,Inny,BEEF,F,768,3934,16247,4353,13260,1856,2832,787
2018,Inny,BEEF,F,769,3963,16417,4405,13930,1960,2929,803
2014,Boyne,BEEF,F,1710,8004,35787,11448,36982,4836,6387,1706
2020,Dodder,BEEF,C,0,0,0,0,1,8,49,688
2016,Dodder,BEEF,C,0,0,0,0,1,6,42,583
2015,Nore,BEEF,F,1793,8196,37305,9280,29934,3235,3579,1235
2019,Ilen,BEEF,C,0,0,0,0,14,108,514,6737
2014,Ilen,BEEF,C,0,0,0,0,14,105,515,6970
2020,Ilen,BEEF,F,251,890,4061,719,2488,295,395,151
2018,Ilen,BEEF,F,252,923,4098,726,2516,296,408,169
2016,Ilen,DAIRY,C,0,0,0,0,25,75,3621,18111
2019,Inny,DAIRY,C,0,0,0,0,59,187,3596,16770
2018,Boyne,DAIRY,F,1079,3976,15128,5269,13899,3376,3107,1319
2018,Vartry,BEEF,F,43,334,958,368,1099,203,258,43
2020,Vartry,BEEF,F,52,354,1039,360,1060,168,265,46
2016,Dargle,BEEF,F,11,151,517,142,465,69,121,41
2016,Dodder,BEEF,F,6,78,168,79,186,34,55,7
2015,Dodder,BEEF,F,6,78,167,79,186,33,54,6
2016,Erriff,BEEF,C,0,0,0,0,4,6,36,805
2014,Gweebarra,BEEF,C,0,0,0,0,2,2,94,1688
2015,Moy,DAIRY,F,166,350,2396,539,2061,385,619,285
2016,Doonbeg,BEEF,F,158,532,2560,310,1413,162,421,152
2014,Currane,DAIRY,C,0,0,0,0,0,0,5,46
2018,Doonbeg,DAIRY,F,8,26,1771,43,1636,45,362,89
2019,Vartry,BEEF,F,35,311,918,319,971,166,237,41
2018,Nore,DAIRY,F,445,1690,29454,2052,26452,1495,4171,738
2020,Erriff,BEEF,F,11,68,245,60,119,16,59,10
2018,Ilen,DAIRY,F,105,333,4921,410,4612,338,783,225
2019,Moy,DAIRY,F,160,343,2383,532,2039,377,601,283
2014,Gweebarra,BEEF,F,52,142,490,112,282,74,154,32
2020,Gweebarra,DAIRY,C,0,0,0,0,0,0,14,70
2016,Vartry,DAIRY,F,22,101,173,131,172,103,24,37
2017,Dargle,DAIRY,F,0,18,217,13,116,4,17,8
2019,Vartry,DAIRY,F,22,119,178,140,194,87,19,28
2018,Nore,BEEF,M,1864,8666,43279,11009,40870,3606,4515,2712
2018,Boyne,BEEF,M,1717,8343,34895,10239,29546,4031,6385,3121
2020,Dargle,BEEF,M,9,161,483,114,257,21,24,50
2014,Dargle,BEEF,M,9,159,472,106,248,21,23,46
2019,Dargle,DAIRY,C,0,0,0,0,0,10,57,356
2016,Dodder,DAIRY,C,0,0,0,0,0,10,40,270
2020,Ilen,BEEF,C,0,0,0,0,21,78,625,6524
2015,Inny,DAIRY,C,0,0,0,0,32,215,3651,18430
2019,Ilen,DAIRY,C,0,0,0,0,12,105,3657,19697
2015,Boyne,BEEF,F,1583,7945,38217,12003,41234,6063,6868,1260
2015,Doonbeg,DAIRY,C,0,0,0,0,1,3,1165,5621
2014,Nore,BEEF,F,1715,8246,40979,9867,32483,4109,3895,1120
2019,Moy,BEEF,F,802,3798,19309,4033,14234,2055,4023,862
2020,Gweebarra,BEEF,C,0,0,0,0,0,10,47,719
2015,Currane,DAIRY,C,0,0,0,0,0,0,2,33
2019,Nore,DAIRY,F,428,1334,31024,1911,30164,1428,3485,564
2018,Dargle,BEEF,F,35,200,697,147,508,57,70,29
2020,Doonbeg,DAIRY,F,2,38,1579,51,1577,33,318,66
2017,Doonbeg,DAIRY,F,2,28,1483,37,1487,25,278,52
2019,Ilen,DAIRY,F,114,307,5472,432,4830,321,672,138
2014,Ilen,DAIRY,F,114,309,5669,432,4919,314,662,141
2017,Currane,BEEF,F,27,251,247,99,128,53,74,24
2016,Currane,BEEF,F,27,227,248,95,125,43,72,22
2019,Dargle,DAIRY,F,2,16,310,16,187,6,5,3
2020,Dargle,DAIRY,F,2,16,310,16,187,6,5,3
2015,Dargle,DAIRY,F,2,16,310,16,187,6,5,3
2015,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2017,Currane,DAIRY,F,0,0,4,0,4,0,1,0
2016,Currane,DAIRY,F,0,0,4,0,4,0,1,0
2015,Gweebarra,DAIRY,F,0,0,33,0,35,0,0,0
2018,Moy,BEEF,M,771,4060,17538,3183,10195,1033,996,1209
2017,Nore,BEEF,M,1752,8638,47728,11635,43812,4501,4246,2489
2016,Nore,BEEF,M,1759,8645,47545,11641,43813,4481,4172,2466
2017,Currane,BEEF,M,25,270,181,20,62,10,7,45
2015,Doonbeg,BEEF,M,149,580,2803,346,1446,150,224,264
2020,Ilen,BEEF,M,264,927,4713,640,2490,283,303,358
2018,Ilen,BEEF,M,271,949,4715,667,2605,298,308,365
2020,Dodder,BEEF,M,34,112,215,61,170,25,25,28
2017,Dargle,BEEF,M,25,166,519,99,326,30,37,56
2015,Dargle,BEEF,M,25,166,519,99,325,27,36,56
2014,Dodder,BEEF,M,19,101,140,49,71,11,21,26
2016,Erriff,BEEF,M,13,34,176,26,38,8,5,19
2017,Nore,DAIRY,M,521,2133,29456,3129,28252,1412,1652,186
2015,Inny,DAIRY,M,107,340,2491,586,2124,229,228,90
2020,Doonbeg,DAIRY,M,3,22,744,21,645,10,82,17
2015,Doonbeg,DAIRY,M,3,18,721,20,668,11,82,16
2016,Gweebarra,BEEF,M,19,81,163,14,54,2,3,15
2018,Moy,DAIRY,M,111,172,1465,233,1265,79,128,32
2014,Moy,DAIRY,M,115,206,1169,226,1187,79,127,32
2014,Currane,DAIRY,M,0,0,24,0,2,0,1,5
2020,Nore,DAIRY,C,0,0,0,2,118,470,22210,91904
2015,Nore,DAIRY,C,0,0,0,2,122,472,21257,89736
2016,Moy,BEEF,C,0,0,0,0,74,290,3150,42356
2019,Inny,BEEF,C,0,0,1,1,84,316,2626,30521
2018,Inny,BEEF,C,0,0,1,1,84,313,2580,30427
2019,Dargle,BEEF,C,0,0,0,0,4,14,101,1208
2018,Boyne,BEEF,C,0,0,0,3,180,681,5265,53914
2016,Boyne,BEEF,C,0,0,0,3,180,668,5229,53430
2016,Moy,DAIRY,C,0,0,0,0,12,80,1476,9634
2015,Doonbeg,BEEF,C,0,0,0,0,7,30,451,5709
2018,Boyne,DAIRY,C,0,0,0,0,89,1504,11022,60346
2016,Boyne,DAIRY,C,0,0,0,0,90,1609,10946,60567
2017,Dodder,BEEF,C,0,0,0,0,1,10,66,565
2015,Dodder,BEEF,C,0,0,0,0,1,10,66,564
2014,Dodder,BEEF,C,0,0,0,0,1,9,62,582
2017,Dargle,DAIRY,C,0,0,0,0,0,10,57,356
2015,Dargle,DAIRY,C,0,0,0,0,0,10,57,356
2016,Inny,DAIRY,C,0,0,0,0,34,218,3738,18830
2017,Boyne,BEEF,F,1637,8241,39100,12246,41933,6090,6933,1241
2018,Currane,BEEF,C,0,0,0,0,2,20,83,1238
2020,Nore,BEEF,F,1768,8360,41374,9951,32571,4125,3812,1069
2020,Vartry,DAIRY,C,0,0,0,0,3,57,370,1466
2020,Currane,DAIRY,C,0,0,0,0,0,0,3,33
2019,Ilen,BEEF,F,295,899,4245,816,2649,381,463,182
2015,Nore,DAIRY,F,421,1280,30690,1854,29594,1457,3370,587
2020,Inny,DAIRY,F,131,458,5459,604,5594,473,763,227
2015,Doonbeg,DAIRY,F,2,28,1472,37,1483,25,278,65
2014,Currane,BEEF,F,26,216,223,93,129,41,70,22
2020,Ilen,DAIRY,F,114,306,5535,448,4896,324,674,136
2015,Ilen,DAIRY,F,114,309,5476,432,4860,322,657,142
2020,Currane,BEEF,F,27,225,250,95,128,42,74,22
2014,Vartry,DAIRY,F,25,88,243,144,318,64,65,29
2019,Dodder,DAIRY,F,1,14,291,14,157,5,5,4
2016,Dodder,DAIRY,F,1,14,291,14,156,5,5,4
2019,Gweebarra,DAIRY,F,0,0,33,0,35,0,0,0
2019,Moy,BEEF,M,769,4039,17444,3219,10234,1023,1004,1198
2020,Moy,BEEF,M,768,4019,17465,3217,10235,1017,1008,1201
2017,Moy,BEEF,M,773,4088,17636,3228,10237,1034,1006,1212
2016,Currane,BEEF,M,25,244,174,17,61,10,7,44
2015,Inny,BEEF,M,730,3966,16106,4557,14342,2144,2743,1255
2014,Boyne,BEEF,M,1592,7898,36696,10029,32481,5260,6774,2560
2017,Ilen,BEEF,M,267,924,4684,629,2577,284,312,367
2018,Dargle,BEEF,M,31,169,525,101,342,32,39,56
2016,Dargle,BEEF,M,25,166,519,99,326,30,37,56
2018,Erriff,BEEF,M,16,39,192,27,39,11,6,20
2016,Boyne,DAIRY,M,873,2586,9619,3235,9222,1472,1000,241
2015,Boyne,DAIRY,M,860,2524,9464,3170,9122,1463,972,234
2014,Boyne,DAIRY,M,856,2337,9587,3113,9484,1509,991,246
2014,Doonbeg,DAIRY,M,3,18,707,20,644,11,81,17
2020,Gweebarra,BEEF,M,21,89,168,20,54,4,3,17
2019,Dargle,DAIRY,M,0,8,91,13,11,4,0,1
2018,Dodder,DAIRY,M,0,0,10,23,7,0,0,1
2019,Dodder,DAIRY,M,0,0,24,26,137,2,1,1
2018,Vartry,DAIRY,M,26,42,188,61,186,29,18,16
2017,Vartry,DAIRY,M,26,41,156,61,86,23,18,16
2015,Boyne,BEEF,C,0,0,0,2,171,586,4171,50642
2017,Moy,BEEF,C,0,0,0,0,78,268,2943,41948
2014,Inny,BEEF,C,0,0,0,1,85,252,2076,28830
2017,Ilen,BEEF,C,0,0,0,0,14,95,609,6444
2018,Ilen,BEEF,C,0,0,0,0,14,99,606,6485
2017,Boyne,DAIRY,F,903,3583,15775,4234,15406,2962,2955,1026
2019,Inny,DAIRY,F,141,440,5166,553,5536,395,896,228
2020,Moy,BEEF,F,770,3379,18795,4108,14920,2098,4047,954
2016,Moy,BEEF,F,775,3382,18756,4144,14999,2066,3990,976
2018,Doonbeg,DAIRY,C,0,0,0,0,3,6,1054,5875
2019,Doonbeg,DAIRY,C,0,0,0,0,3,6,1105,6075
2020,Moy,DAIRY,F,132,266,2517,357,2224,336,523,233
2017,Moy,DAIRY,F,120,264,2557,339,2242,330,546,237
2017,Dodder,DAIRY,F,2,0,306,1,94,0,2,0
2016,Ilen,DAIRY,F,70,344,5135,420,4824,346,663,164
2019,Vartry,BEEF,C,0,0,0,0,12,24,222,1761
2017,Dargle,BEEF,C,0,0,0,0,3,15,76,1109
2020,Moy,DAIRY,C,0,0,0,0,5,81,1614,9626
2014,Moy,DAIRY,C,0,0,0,0,12,82,1598,9611
2016,Currane,BEEF,C,0,0,0,0,0,9,58,1213
2020,Dargle,BEEF,F,27,158,547,168,499,73,135,25
2015,Dargle,BEEF,F,25,158,538,166,495,71,133,27
2014,Dargle,BEEF,F,25,156,534,158,493,71,131,26
2014,Vartry,BEEF,F,60,363,1072,341,846,134,89,46
2018,Erriff,BEEF,C,0,0,0,0,0,0,44,637
2018,Dodder,BEEF,F,19,78,168,78,146,42,38,6
2016,Gweebarra,DAIRY,F,0,0,25,0,32,1,5,0
2019,Erriff,BEEF,F,5,39,207,43,126,10,49,18
2019,Gweebarra,DAIRY,C,0,0,0,0,0,0,31,94
2015,Gweebarra,DAIRY,C,0,0,0,0,0,0,31,93
2019,Currane,DAIRY,C,0,0,0,0,0,0,5,27
2020,Currane,DAIRY,F,0,0,2,0,4,0,0,0
2019,Boyne,BEEF,M,1644,7454,34993,10524,35488,5081,7810,2894
2016,Nore,DAIRY,M,461,1467,26786,2704,23387,1164,1936,260
2016,Moy,BEEF,M,785,3639,17235,3400,10891,1019,1127,1291
2020,Ilen,DAIRY,M,80,167,1551,202,1200,66,106,45
2015,Moy,DAIRY,M,161,234,1392,244,838,120,192,41
2016,Doonbeg,DAIRY,M,0,17,885,16,536,17,100,20
2017,Vartry,BEEF,M,60,350,810,256,536,111,71,72
2016,Vartry,BEEF,M,60,360,852,259,567,112,71,75
2017,Gweebarra,BEEF,M,27,71,129,30,49,2,10,17
2016,Doonbeg,BEEF,M,147,511,2950,417,1750,125,234,288
2019,Dodder,BEEF,M,26,67,201,66,175,22,13,28
2020,Dodder,DAIRY,M,5,10,140,56,113,24,0,0
2019,Vartry,DAIRY,M,23,65,109,41,72,11,7,6
2014,Erriff,BEEF,M,10,43,297,36,167,5,11,20
2020,Dargle,DAIRY,M,1,2,56,21,22,19,3,0
2014,Dargle,DAIRY,M,1,2,49,7,19,8,3,0
2014,Gweebarra,DAIRY,M,0,4,372,16,174,2,0,2
2020,Currane,BEEF,M,23,191,188,43,55,11,15,38
2017,Gweebarra,DAIRY,M,0,1,16,6,6,0,0,0
2019,Currane,DAIRY,M,0,0,0,0,21,0,0,0
2020,Boyne,BEEF,C,0,0,0,2,172,627,4503,51863
2017,Nore,BEEF,C,0,0,0,0,141,723,4976,50487
2018,Nore,BEEF,C,0,0,0,0,142,725,5023,50785
